# BabelNet 4.0.1 - SapienzaNLP - LICENSE: BabelNet License - https://babelnet.org
bn:00082116v	wn:00865776v
bn:00091969v	wn:02273083v
bn:00091970v	wn:01754271v
bn:00091971v	wn:02179915v
bn:00091972v	wn:00602805v
bn:00091973v	wn:02250340v
bn:00091974v	wn:01248405v
bn:00091975v	wn:02205012v
bn:00091976v	wn:01783746v
bn:00091977v	wn:01770096v
bn:00091978v	wn:00999429v
bn:00091979v	wn:01711445v
bn:00091980v	wn:02262752v
bn:00091981v	wn:00901651v
bn:00091982v	wn:00899956v
bn:00091983v	wn:02225492v
bn:00091984v	wn:02682773v
bn:00091985v	wn:02443609v
bn:00091986v	wn:01447257v
bn:00091987v	wn:02646064v
bn:00091988v	wn:01390616v
bn:00091989v	wn:02024367v
bn:00091990v	wn:01754105v
bn:00091991v	wn:02722782v
bn:00091992v	wn:01662614v
bn:00091993v	wn:01447632v
bn:00091994v	wn:01150370v
bn:00091995v	wn:00328679v
bn:00091996v	wn:00403609v
bn:00091997v	wn:00403401v
bn:00091998v	wn:00403149v
bn:00091999v	wn:01015677v
bn:00092000v	wn:00011551v
bn:00092001v	wn:00716531v
bn:00092002v	wn:00716345v
bn:00092003v	wn:02275799v
bn:00092004v	wn:00756649v
bn:00092005v	wn:00617293v
bn:00092006v	wn:01101734v
bn:00092007v	wn:00777793v
bn:00092008v	wn:02151816v
bn:00092009v	wn:02351010v
bn:00092010v	wn:00721889v
bn:00092011v	wn:01440801v
bn:00092012v	wn:02123424v
bn:00092013v	wn:02123298v
bn:00092014v	wn:01760945v
bn:00092015v	wn:02122983v
bn:00092016v	wn:01828993v
bn:00092017v	wn:00525164v
bn:00092018v	wn:00145772v
bn:00092019v	wn:00045145v
bn:00092020v	wn:00408624v
bn:00092021v	wn:00454018v
bn:00092022v	wn:00045532v
bn:00092023v	wn:01745722v
bn:00092024v	wn:01746715v
bn:00092025v	wn:01749184v
bn:00092026v	wn:00660381v
bn:00092027v	wn:01630903v
bn:00092028v	wn:00412048v
bn:00092029v	wn:01420451v
bn:00092030v	wn:02643872v
bn:00092031v	wn:02465297v
bn:00092032v	wn:00515154v
bn:00092033v	wn:02438535v
bn:00092034v	wn:00638837v
bn:00092035v	wn:01668603v
bn:00092036v	wn:01438681v
bn:00092037v	wn:00978173v
bn:00092038v	wn:02642610v
bn:00092039v	wn:02238770v
bn:00092040v	wn:00819756v
bn:00092041v	wn:00760735v
bn:00092042v	wn:01010690v
bn:00092043v	wn:00888657v
bn:00092044v	wn:00888326v
bn:00092045v	wn:00583523v
bn:00092046v	wn:00583242v
bn:00092047v	wn:01699346v
bn:00092048v	wn:01680913v
bn:00092049v	wn:02278830v
bn:00092050v	wn:02279615v
bn:00092051v	wn:00795264v
bn:00092052v	wn:01747717v
bn:00092053v	wn:00743223v
bn:00092054v	wn:01436015v
bn:00092055v	wn:02138075v
bn:00092056v	wn:02180747v
bn:00092057v	wn:01690972v
bn:00092058v	wn:00706243v
bn:00092059v	wn:01515791v
bn:00092060v	wn:01833906v
bn:00092061v	wn:00310635v
bn:00092062v	wn:00247830v
bn:00092063v	wn:00902289v
bn:00092064v	wn:01919226v
bn:00092065v	wn:00884317v
bn:00092066v	wn:02740552v
bn:00092067v	wn:01080523v
bn:00092068v	wn:01080235v
bn:00092069v	wn:00861560v
bn:00092070v	wn:02081410v
bn:00092071v	wn:01869465v
bn:00092072v	wn:01752316v
bn:00092073v	wn:01235558v
bn:00092074v	wn:00628302v
bn:00092075v	wn:00534545v
bn:00092076v	wn:00165971v
bn:00092077v	wn:01219004v
bn:00092078v	wn:00970873v
bn:00092079v	wn:00970732v
bn:00092080v	wn:02230447v
bn:00092081v	wn:02085573v
bn:00092082v	wn:01436139v
bn:00092083v	wn:01380122v
bn:00092084v	wn:01379256v
bn:00092085v	wn:00055871v
bn:00092086v	wn:00055539v
bn:00092087v	wn:00926702v
bn:00092088v	wn:00483466v
bn:00092089v	wn:00151279v
bn:00092090v	wn:00875951v
bn:00092091v	wn:00876332v
bn:00092092v	wn:00639331v
bn:00092093v	wn:00639148v
bn:00092094v	wn:02428771v
bn:00092095v	wn:02581900v
bn:00092096v	wn:02581477v
bn:00092097v	wn:00769834v
bn:00092098v	wn:02154180v
bn:00092099v	wn:00648071v
bn:00092100v	wn:02554066v
bn:00092101v	wn:00558219v
bn:00092102v	wn:01498005v
bn:00092103v	wn:01128193v
bn:00092104v	wn:01129710v
bn:00092105v	wn:00910135v
bn:00092106v	wn:01011542v
bn:00092107v	wn:02714731v
bn:00092108v	wn:02714541v
bn:00092109v	wn:02633881v
bn:00092110v	wn:00665630v
bn:00092111v	wn:01983134v
bn:00092112v	wn:01745052v
bn:00092113v	wn:00665771v
bn:00092114v	wn:00665235v
bn:00092115v	wn:01063188v
bn:00092116v	wn:00406963v
bn:00092117v	wn:02338975v
bn:00092118v	wn:00794079v
bn:00092119v	wn:01918304v
bn:00092120v	wn:00784874v
bn:00092121v	wn:01730059v
bn:00092122v	wn:00101956v
bn:00092123v	wn:01744611v
bn:00092124v	wn:01279015v
bn:00092125v	wn:01916471v
bn:00092126v	wn:01624743v
bn:00092127v	wn:01529292v
bn:00092128v	wn:01484267v
bn:00092129v	wn:01473729v
bn:00092130v	wn:01374465v
bn:00092131v	wn:01198616v
bn:00092132v	wn:01812197v
bn:00092133v	wn:01065272v
bn:00092134v	wn:00797303v
bn:00092135v	wn:00264578v
bn:00092136v	wn:02596908v
bn:00092137v	wn:02057499v
bn:00092138v	wn:01609287v
bn:00092139v	wn:02057337v
bn:00092140v	wn:01947247v
bn:00092141v	wn:01858573v
bn:00092142v	wn:01573276v
bn:00092143v	wn:01407059v
bn:00092144v	wn:01148710v
bn:00092145v	wn:00571596v
bn:00092146v	wn:01453718v
bn:00092147v	wn:01449053v
bn:00092148v	wn:02404467v
bn:00092149v	wn:02414272v
bn:00092150v	wn:01160193v
bn:00092151v	wn:01841591v
bn:00092152v	wn:02510184v
bn:00092153v	wn:01861230v
bn:00092154v	wn:02714974v
bn:00092155v	wn:00246930v
bn:00092156v	wn:00056589v
bn:00092157v	wn:01352273v
bn:00092158v	wn:00331713v
bn:00092159v	wn:01879251v
bn:00092160v	wn:01623027v
bn:00092161v	wn:01879777v
bn:00092162v	wn:01250243v
bn:00092163v	wn:01225684v
bn:00092164v	wn:01155307v
bn:00092165v	wn:01853310v
bn:00092166v	wn:02356113v
bn:00092167v	wn:02068324v
bn:00092168v	wn:01853192v
bn:00092169v	wn:01853069v
bn:00092170v	wn:00788057v
bn:00092171v	wn:01702331v
bn:00092172v	wn:01575536v
bn:00092173v	wn:00364478v
bn:00092174v	wn:01274971v
bn:00092175v	wn:01275182v
bn:00092176v	wn:00403798v
bn:00092177v	wn:00309990v
bn:00092178v	wn:01372408v
bn:00092179v	wn:00058516v
bn:00092180v	wn:00096520v
bn:00092181v	wn:01250474v
bn:00092182v	wn:02565090v
bn:00092183v	wn:00905283v
bn:00092184v	wn:00475819v
bn:00092185v	wn:00475647v
bn:00092186v	wn:00073813v
bn:00092187v	wn:00476133v
bn:00092188v	wn:01046815v
bn:00092189v	wn:01671333v
bn:00092190v	wn:01668278v
bn:00092191v	wn:01668144v
bn:00092192v	wn:01671885v
bn:00092193v	wn:00289297v
bn:00092194v	wn:00757192v
bn:00092195v	wn:00699626v
bn:00092196v	wn:00145902v
bn:00092197v	wn:01279305v
bn:00092198v	wn:01872645v
bn:00092199v	wn:02245555v
bn:00092200v	wn:01872877v
bn:00092201v	wn:01873294v
bn:00092202v	wn:01873530v
bn:00092203v	wn:02713852v
bn:00092204v	wn:01493741v
bn:00092205v	wn:02111499v
bn:00092206v	wn:01706375v
bn:00092207v	wn:01615991v
bn:00092208v	wn:00778885v
bn:00092209v	wn:01327133v
bn:00092210v	wn:01173208v
bn:00092211v	wn:01308381v
bn:00092212v	wn:01072641v
bn:00092213v	wn:01808626v
bn:00092214v	wn:00184511v
bn:00092215v	wn:01665185v
bn:00092216v	wn:01649809v
bn:00092217v	wn:00184786v
bn:00092218v	wn:01625532v
bn:00092219v	wn:01569017v
bn:00092220v	wn:02755452v
bn:00092221v	wn:01615457v
bn:00092222v	wn:01154382v
bn:00092223v	wn:00646135v
bn:00092224v	wn:01355906v
bn:00092225v	wn:01494178v
bn:00092226v	wn:02407987v
bn:00092227v	wn:02297571v
bn:00092228v	wn:00399553v
bn:00092229v	wn:01403540v
bn:00092230v	wn:01403785v
bn:00092231v	wn:01364733v
bn:00092232v	wn:01831308v
bn:00092233v	wn:00621653v
bn:00092234v	wn:02290756v
bn:00092235v	wn:02246300v
bn:00092236v	wn:01466047v
bn:00092237v	wn:00158094v
bn:00092238v	wn:01053098v
bn:00092239v	wn:00011982v
bn:00092240v	wn:00247048v
bn:00092241v	wn:01735947v
bn:00092242v	wn:01888784v
bn:00092243v	wn:00972191v
bn:00092244v	wn:00199309v
bn:00092245v	wn:00492095v
bn:00092246v	wn:00673095v
bn:00092247v	wn:00638194v
bn:00092248v	wn:00496266v
bn:00092249v	wn:01163847v
bn:00092250v	wn:01563575v
bn:00092251v	wn:00642498v
bn:00092252v	wn:01076370v
bn:00092253v	wn:01051118v
bn:00092254v	wn:01050896v
bn:00092255v	wn:02593790v
bn:00092256v	wn:01969991v
bn:00092257v	wn:00463234v
bn:00092258v	wn:02422967v
bn:00092259v	wn:00429763v
bn:00092260v	wn:00370773v
bn:00092261v	wn:00785008v
bn:00092262v	wn:02240881v
bn:00092263v	wn:02002591v
bn:00092264v	wn:00782428v
bn:00092265v	wn:00925110v
bn:00092266v	wn:00810385v
bn:00092267v	wn:02117534v
bn:00092268v	wn:00053035v
bn:00092269v	wn:01899158v
bn:00092270v	wn:01667449v
bn:00092271v	wn:01667304v
bn:00092272v	wn:00247234v
bn:00092273v	wn:01222830v
bn:00092274v	wn:00786458v
bn:00092275v	wn:01023925v
bn:00092276v	wn:01004403v
bn:00092277v	wn:01295910v
bn:00092278v	wn:01281500v
bn:00092279v	wn:01142761v
bn:00092280v	wn:01086103v
bn:00092281v	wn:02369948v
bn:00092282v	wn:02059462v
bn:00092283v	wn:02072673v
bn:00092284v	wn:01960491v
bn:00092285v	wn:01798678v
bn:00092286v	wn:02408722v
bn:00092287v	wn:01946138v
bn:00092288v	wn:01940782v
bn:00092289v	wn:01855058v
bn:00092290v	wn:01669419v
bn:00092291v	wn:01213348v
bn:00092292v	wn:00071547v
bn:00092293v	wn:01499849v
bn:00092294v	wn:00452394v
bn:00092295v	wn:02172008v
bn:00092296v	wn:01408633v
bn:00092297v	wn:02445788v
bn:00092298v	wn:01518552v
bn:00092299v	wn:00508844v
bn:00092300v	wn:02767116v
bn:00092301v	wn:00291163v
bn:00092302v	wn:02686952v
bn:00092303v	wn:02160552v
bn:00092304v	wn:00529582v
bn:00092305v	wn:00534369v
bn:00092306v	wn:01007495v
bn:00092307v	wn:02695520v
bn:00092308v	wn:02201975v
bn:00092309v	wn:01949966v
bn:00092310v	wn:01842508v
bn:00092311v	wn:01654156v
bn:00092312v	wn:02337870v
bn:00092313v	wn:01725886v
bn:00092314v	wn:00338736v
bn:00092315v	wn:02723016v
bn:00092316v	wn:02722902v
bn:00092317v	wn:01796033v
bn:00092318v	wn:02275152v
bn:00092319v	wn:01318081v
bn:00092320v	wn:02711543v
bn:00092321v	wn:02330407v
bn:00092322v	wn:02031430v
bn:00092323v	wn:01954559v
bn:00092324v	wn:01936537v
bn:00092325v	wn:01503268v
bn:00092326v	wn:01141271v
bn:00092327v	wn:00847870v
bn:00092328v	wn:02331919v
bn:00092329v	wn:01950657v
bn:00092330v	wn:02756558v
bn:00092331v	wn:02594833v
bn:00092332v	wn:00158503v
bn:00092333v	wn:00941166v
bn:00092334v	wn:02306281v
bn:00092335v	wn:01755651v
bn:00092336v	wn:01156406v
bn:00092337v	wn:01156291v
bn:00092338v	wn:00950782v
bn:00092339v	wn:00851625v
bn:00092340v	wn:00744070v
bn:00092341v	wn:00641929v
bn:00092342v	wn:00557537v
bn:00092343v	wn:00098517v
bn:00092344v	wn:01787469v
bn:00092345v	wn:02099669v
bn:00092346v	wn:01307020v
bn:00092347v	wn:02688527v
bn:00092348v	wn:01306853v
bn:00092349v	wn:02290029v
bn:00092350v	wn:02284662v
bn:00092351v	wn:00721755v
bn:00092352v	wn:00528608v
bn:00092353v	wn:02334595v
bn:00092354v	wn:02143124v
bn:00092355v	wn:01922754v
bn:00092356v	wn:01546513v
bn:00092357v	wn:02584906v
bn:00092358v	wn:02420430v
bn:00092359v	wn:00278899v
bn:00092360v	wn:02727039v
bn:00092361v	wn:02741149v
bn:00092362v	wn:02690384v
bn:00092363v	wn:01204439v
bn:00092364v	wn:00660102v
bn:00092365v	wn:02256998v
bn:00092366v	wn:01715997v
bn:00092367v	wn:01042432v
bn:00092368v	wn:00570383v
bn:00092369v	wn:00552138v
bn:00092370v	wn:01386906v
bn:00092371v	wn:00981814v
bn:00092372v	wn:00114481v
bn:00092373v	wn:02584475v
bn:00092374v	wn:02413140v
bn:00092375v	wn:01527135v
bn:00092376v	wn:01480641v
bn:00092377v	wn:02646227v
bn:00092378v	wn:00660971v
bn:00092379v	wn:02464866v
bn:00092380v	wn:00633265v
bn:00092381v	wn:02234988v
bn:00092382v	wn:02234803v
bn:00092383v	wn:02269485v
bn:00092384v	wn:00629257v
bn:00092385v	wn:00568879v
bn:00092386v	wn:00629492v
bn:00092387v	wn:02175057v
bn:00092388v	wn:01890626v
bn:00092389v	wn:00945648v
bn:00092390v	wn:02492054v
bn:00092391v	wn:01521367v
bn:00092392v	wn:01213908v
bn:00092393v	wn:01177857v
bn:00092394v	wn:02768431v
bn:00092395v	wn:00037680v
bn:00092396v	wn:00991264v
bn:00092397v	wn:01568145v
bn:00092398v	wn:00772488v
bn:00092399v	wn:01087559v
bn:00092400v	wn:00525027v
bn:00092401v	wn:01619354v
bn:00092402v	wn:00736799v
bn:00092403v	wn:00426301v
bn:00092404v	wn:00840809v
bn:00092405v	wn:01852892v
bn:00092406v	wn:02341491v
bn:00092407v	wn:00788971v
bn:00092408v	wn:00938899v
bn:00092409v	wn:00649245v
bn:00092410v	wn:00467346v
bn:00092411v	wn:00901464v
bn:00092412v	wn:01858686v
bn:00092413v	wn:00350104v
bn:00092414v	wn:01539913v
bn:00092415v	wn:01440139v
bn:00092416v	wn:01146051v
bn:00092417v	wn:02690299v
bn:00092418v	wn:02124632v
bn:00092419v	wn:00744572v
bn:00092420v	wn:00874867v
bn:00092421v	wn:00717358v
bn:00092422v	wn:00446885v
bn:00092423v	wn:00191940v
bn:00092424v	wn:00625119v
bn:00092425v	wn:02730813v
bn:00092426v	wn:00626428v
bn:00092427v	wn:00627520v
bn:00092428v	wn:00627091v
bn:00092429v	wn:00624476v
bn:00092430v	wn:00922867v
bn:00092431v	wn:01718755v
bn:00092432v	wn:00620239v
bn:00092433v	wn:00621504v
bn:00092434v	wn:00151574v
bn:00092435v	wn:00151114v
bn:00092436v	wn:00297669v
bn:00092437v	wn:02503212v
bn:00092438v	wn:02390786v
bn:00092439v	wn:01011923v
bn:00092440v	wn:00465145v
bn:00092441v	wn:02244603v
bn:00092442v	wn:01707495v
bn:00092443v	wn:00591115v
bn:00092444v	wn:02234551v
bn:00092445v	wn:02228901v
bn:00092446v	wn:01352010v
bn:00092447v	wn:00541551v
bn:00092448v	wn:00541417v
bn:00092449v	wn:00682592v
bn:00092450v	wn:01981623v
bn:00092451v	wn:01237088v
bn:00092452v	wn:01981791v
bn:00092453v	wn:01981933v
bn:00092454v	wn:02335078v
bn:00092455v	wn:00278280v
bn:00092456v	wn:00632627v
bn:00092457v	wn:01121052v
bn:00092458v	wn:01657524v
bn:00092459v	wn:00682781v
bn:00092460v	wn:02393086v
bn:00092461v	wn:01019808v
bn:00092462v	wn:00727305v
bn:00092463v	wn:00019182v
bn:00092464v	wn:02320200v
bn:00092465v	wn:01555193v
bn:00092466v	wn:01295134v
bn:00092467v	wn:02583379v
bn:00092468v	wn:01336007v
bn:00092469v	wn:00973888v
bn:00092470v	wn:00798539v
bn:00092471v	wn:01655902v
bn:00092472v	wn:02456851v
bn:00092473v	wn:00814850v
bn:00092474v	wn:01091844v
bn:00092475v	wn:00639693v
bn:00092476v	wn:00722848v
bn:00092477v	wn:02480216v
bn:00092478v	wn:01008903v
bn:00092479v	wn:01735144v
bn:00092480v	wn:01727490v
bn:00092481v	wn:01772363v
bn:00092482v	wn:01686827v
bn:00092483v	wn:02304013v
bn:00092484v	wn:01439604v
bn:00092485v	wn:01710934v
bn:00092486v	wn:01663205v
bn:00092487v	wn:01658586v
bn:00092488v	wn:00570694v
bn:00092489v	wn:00662485v
bn:00092490v	wn:00686879v
bn:00092491v	wn:00900583v
bn:00092492v	wn:00117346v
bn:00092493v	wn:02493511v
bn:00092494v	wn:01172838v
bn:00092495v	wn:00617095v
bn:00092496v	wn:01498872v
bn:00092497v	wn:01277305v
bn:00092498v	wn:01490572v
bn:00092499v	wn:00518288v
bn:00092500v	wn:02372326v
bn:00092501v	wn:01875820v
bn:00092502v	wn:00945255v
bn:00092503v	wn:01703454v
bn:00092504v	wn:02276322v
bn:00092505v	wn:02226833v
bn:00092506v	wn:00384620v
bn:00092507v	wn:00383871v
bn:00092508v	wn:00655792v
bn:00092509v	wn:01547641v
bn:00092510v	wn:01547390v
bn:00092511v	wn:00278514v
bn:00092512v	wn:02546467v
bn:00092513v	wn:00610374v
bn:00092514v	wn:02754158v
bn:00092515v	wn:00566024v
bn:00092516v	wn:00565858v
bn:00092517v	wn:00193954v
bn:00092518v	wn:00349416v
bn:00092519v	wn:00346537v
bn:00092520v	wn:00578733v
bn:00092521v	wn:02583041v
bn:00092522v	wn:02348057v
bn:00092523v	wn:01953191v
bn:00092524v	wn:00732394v
bn:00092525v	wn:00207588v
bn:00092526v	wn:01012905v
bn:00092527v	wn:02167571v
bn:00092528v	wn:02272938v
bn:00092529v	wn:00866953v
bn:00092530v	wn:00654015v
bn:00092531v	wn:00654258v
bn:00092532v	wn:00404401v
bn:00092533v	wn:00151448v
bn:00092534v	wn:02552449v
bn:00092535v	wn:00199490v
bn:00092536v	wn:02024716v
bn:00092537v	wn:00117498v
bn:00092538v	wn:00906637v
bn:00092539v	wn:01695143v
bn:00092540v	wn:00998399v
bn:00092541v	wn:02105810v
bn:00092542v	wn:00801355v
bn:00092543v	wn:02249591v
bn:00092544v	wn:02249438v
bn:00092545v	wn:01336541v
bn:00092546v	wn:01737617v
bn:00092547v	wn:00844553v
bn:00092548v	wn:02240319v
bn:00092549v	wn:00919829v
bn:00092550v	wn:00474492v
bn:00092551v	wn:00161731v
bn:00092552v	wn:00093163v
bn:00092553v	wn:00343334v
bn:00092554v	wn:02034883v
bn:00092555v	wn:00972867v
bn:00092556v	wn:00686249v
bn:00092557v	wn:02052877v
bn:00092558v	wn:01162425v
bn:00092559v	wn:01840505v
bn:00092560v	wn:00509228v
bn:00092561v	wn:00534837v
bn:00092562v	wn:00289031v
bn:00092563v	wn:01678407v
bn:00092564v	wn:00888150v
bn:00092565v	wn:02551501v
bn:00092566v	wn:02257232v
bn:00092567v	wn:02256732v
bn:00092568v	wn:02611827v
bn:00092569v	wn:00957549v
bn:00092570v	wn:01379804v
bn:00092571v	wn:02311135v
bn:00092572v	wn:01576001v
bn:00092573v	wn:01640107v
bn:00092574v	wn:00919960v
bn:00092575v	wn:02139361v
bn:00092576v	wn:00926310v
bn:00092577v	wn:00172258v
bn:00092578v	wn:02156384v
bn:00092579v	wn:02355109v
bn:00092580v	wn:01379965v
bn:00092581v	wn:02512666v
bn:00092582v	wn:00290581v
bn:00092583v	wn:00246475v
bn:00092584v	wn:00227042v
bn:00092585v	wn:02137020v
bn:00092586v	wn:00156027v
bn:00092587v	wn:00138217v
bn:00092588v	wn:00242396v
bn:00092589v	wn:02399888v
bn:00092590v	wn:02258291v
bn:00092591v	wn:01800907v
bn:00092592v	wn:00241038v
bn:00092593v	wn:02317836v
bn:00092594v	wn:00240131v
bn:00092595v	wn:00233203v
bn:00092596v	wn:01558582v
bn:00092597v	wn:01499137v
bn:00092598v	wn:00587522v
bn:00092599v	wn:02184394v
bn:00092600v	wn:02184265v
bn:00092601v	wn:00958078v
bn:00092602v	wn:01973636v
bn:00092603v	wn:00436185v
bn:00092604v	wn:00241399v
bn:00092605v	wn:02194723v
bn:00092606v	wn:02124106v
bn:00092607v	wn:02768120v
bn:00092608v	wn:01523105v
bn:00092609v	wn:01523520v
bn:00092610v	wn:02401296v
bn:00092611v	wn:01722815v
bn:00092612v	wn:02428202v
bn:00092613v	wn:00222472v
bn:00092614v	wn:02426799v
bn:00092615v	wn:02053621v
bn:00092616v	wn:02053381v
bn:00092617v	wn:01341897v
bn:00092618v	wn:00696189v
bn:00092619v	wn:01272139v
bn:00092620v	wn:01271778v
bn:00092621v	wn:00655555v
bn:00092622v	wn:01952898v
bn:00092623v	wn:01028294v
bn:00092624v	wn:01085237v
bn:00092625v	wn:02218546v
bn:00092626v	wn:00474762v
bn:00092627v	wn:00401906v
bn:00092628v	wn:00401688v
bn:00092629v	wn:01265246v
bn:00092630v	wn:02341592v
bn:00092631v	wn:00563360v
bn:00092632v	wn:00563100v
bn:00092633v	wn:00264285v
bn:00092634v	wn:00256283v
bn:00092635v	wn:02136892v
bn:00092636v	wn:02136271v
bn:00092637v	wn:02765924v
bn:00092638v	wn:02136754v
bn:00092639v	wn:00821765v
bn:00092640v	wn:00821580v
bn:00092641v	wn:02360702v
bn:00092642v	wn:01875036v
bn:00092643v	wn:02162162v
bn:00092644v	wn:00732091v
bn:00092645v	wn:00314605v
bn:00092646v	wn:01568346v
bn:00092647v	wn:00265386v
bn:00092648v	wn:00266081v
bn:00092649v	wn:00265941v
bn:00092650v	wn:00265673v
bn:00092651v	wn:00167934v
bn:00092652v	wn:02111838v
bn:00092653v	wn:00920929v
bn:00092654v	wn:00108121v
bn:00092655v	wn:00371955v
bn:00092656v	wn:00371051v
bn:00092657v	wn:02338729v
bn:00092658v	wn:02236888v
bn:00092659v	wn:02336807v
bn:00092660v	wn:02755017v
bn:00092661v	wn:02502916v
bn:00092662v	wn:01176232v
bn:00092663v	wn:01631072v
bn:00092664v	wn:00385189v
bn:00092665v	wn:00168588v
bn:00092666v	wn:00168393v
bn:00092667v	wn:00167824v
bn:00092668v	wn:00167535v
bn:00092669v	wn:00097941v
bn:00092670v	wn:00097621v
bn:00092671v	wn:02442372v
bn:00092672v	wn:02448886v
bn:00092673v	wn:02392961v
bn:00092674v	wn:02471690v
bn:00092675v	wn:02471087v
bn:00092676v	wn:02139740v
bn:00092677v	wn:01726605v
bn:00092678v	wn:01032326v
bn:00092679v	wn:00728224v
bn:00092680v	wn:00491456v
bn:00092681v	wn:00387310v
bn:00092682v	wn:00249313v
bn:00092683v	wn:01796582v
bn:00092684v	wn:01796924v
bn:00092685v	wn:00911761v
bn:00092686v	wn:00911562v
bn:00092687v	wn:02433381v
bn:00092688v	wn:00656825v
bn:00092689v	wn:00095012v
bn:00092690v	wn:00275607v
bn:00092691v	wn:02069396v
bn:00092692v	wn:01178335v
bn:00092693v	wn:00959178v
bn:00092694v	wn:02552163v
bn:00092695v	wn:02565272v
bn:00092696v	wn:02552829v
bn:00092697v	wn:01707128v
bn:00092698v	wn:01162629v
bn:00092699v	wn:02501159v
bn:00092700v	wn:00544280v
bn:00092701v	wn:02459532v
bn:00092702v	wn:00692580v
bn:00092703v	wn:02587375v
bn:00092704v	wn:02760344v
bn:00092705v	wn:02285205v
bn:00092706v	wn:02307140v
bn:00092707v	wn:01862090v
bn:00092708v	wn:01858362v
bn:00092709v	wn:02698726v
bn:00092710v	wn:00167652v
bn:00092711v	wn:00787660v
bn:00092712v	wn:01570258v
bn:00092713v	wn:02553262v
bn:00092714v	wn:02251509v
bn:00092715v	wn:00891734v
bn:00092716v	wn:00891541v
bn:00092717v	wn:00398349v
bn:00092718v	wn:00624140v
bn:00092719v	wn:01737923v
bn:00092720v	wn:01737778v
bn:00092721v	wn:01736098v
bn:00092722v	wn:02479701v
bn:00092723v	wn:00685683v
bn:00092724v	wn:01823370v
bn:00092725v	wn:02435552v
bn:00092726v	wn:00794383v
bn:00092727v	wn:00578862v
bn:00092728v	wn:00250877v
bn:00092729v	wn:00097781v
bn:00092730v	wn:02761594v
bn:00092731v	wn:01760552v
bn:00092732v	wn:01521813v
bn:00092733v	wn:00953058v
bn:00092734v	wn:02458103v
bn:00092735v	wn:00691834v
bn:00092736v	wn:00419685v
bn:00092737v	wn:00441212v
bn:00092738v	wn:00743082v
bn:00092739v	wn:01225576v
bn:00092740v	wn:00598278v
bn:00092741v	wn:01436518v
bn:00092742v	wn:00069295v
bn:00092743v	wn:02703289v
bn:00092744v	wn:02412175v
bn:00092745v	wn:02550868v
bn:00092746v	wn:00936648v
bn:00092747v	wn:00082563v
bn:00092748v	wn:02312996v
bn:00092749v	wn:02312882v
bn:00092750v	wn:01271064v
bn:00092751v	wn:00509349v
bn:00092752v	wn:01490690v
bn:00092753v	wn:00414627v
bn:00092754v	wn:00414409v
bn:00092755v	wn:01699059v
bn:00092756v	wn:00117985v
bn:00092757v	wn:02637592v
bn:00092758v	wn:01125209v
bn:00092759v	wn:02702120v
bn:00092760v	wn:02243461v
bn:00092761v	wn:00949974v
bn:00092762v	wn:02490247v
bn:00092763v	wn:00609683v
bn:00092764v	wn:00611256v
bn:00092765v	wn:02356567v
bn:00092766v	wn:00882802v
bn:00092767v	wn:00611802v
bn:00092768v	wn:02597968v
bn:00092769v	wn:01099220v
bn:00092770v	wn:00610538v
bn:00092771v	wn:00611055v
bn:00092772v	wn:02255081v
bn:00092773v	wn:01018800v
bn:00092774v	wn:00903947v
bn:00092775v	wn:00421125v
bn:00092776v	wn:00268314v
bn:00092777v	wn:01660870v
bn:00092778v	wn:00164072v
bn:00092779v	wn:00910555v
bn:00092780v	wn:01923630v
bn:00092781v	wn:01343372v
bn:00092782v	wn:01184195v
bn:00092783v	wn:00173338v
bn:00092784v	wn:02404224v
bn:00092785v	wn:02086458v
bn:00092786v	wn:00571061v
bn:00092787v	wn:01029212v
bn:00092788v	wn:02396981v
bn:00092789v	wn:00120675v
bn:00092790v	wn:02310328v
bn:00092791v	wn:02310007v
bn:00092792v	wn:01361240v
bn:00092793v	wn:00444975v
bn:00092794v	wn:01361387v
bn:00092795v	wn:02487226v
bn:00092796v	wn:00762329v
bn:00092797v	wn:00762043v
bn:00092798v	wn:00164201v
bn:00092799v	wn:01346693v
bn:00092800v	wn:00659112v
bn:00092801v	wn:00745810v
bn:00092802v	wn:02433123v
bn:00092803v	wn:02159594v
bn:00092804v	wn:01908543v
bn:00092805v	wn:00468791v
bn:00092806v	wn:01685797v
bn:00092807v	wn:01363174v
bn:00092808v	wn:01843497v
bn:00092809v	wn:02503633v
bn:00092810v	wn:02502387v
bn:00092811v	wn:02344060v
bn:00092812v	wn:02595662v
bn:00092813v	wn:01808769v
bn:00092814v	wn:00137940v
bn:00092815v	wn:00910891v
bn:00092816v	wn:00162688v
bn:00092817v	wn:02405390v
bn:00092818v	wn:01568489v
bn:00092819v	wn:01725530v
bn:00092820v	wn:01081001v
bn:00092821v	wn:01075883v
bn:00092822v	wn:02036498v
bn:00092823v	wn:00966809v
bn:00092824v	wn:00965687v
bn:00092825v	wn:00965390v
bn:00092826v	wn:00965542v
bn:00092827v	wn:00879212v
bn:00092828v	wn:01160645v
bn:00092829v	wn:02664664v
bn:00092830v	wn:01548072v
bn:00092831v	wn:01498166v
bn:00092832v	wn:02281751v
bn:00092833v	wn:01499006v
bn:00092834v	wn:02205887v
bn:00092835v	wn:01529624v
bn:00092836v	wn:00826201v
bn:00092837v	wn:00836236v
bn:00092838v	wn:02541921v
bn:00092839v	wn:02541509v
